source	term_name	term_id	adjusted_p_value	negative_log10_of_adjusted_p_value	term_size	query_size	intersection_size	effective_domain_size	intersections	log2fc	idr_fraction
GO:BP	Fc-gamma receptor signaling pathway	GO:0038094	2.9051763956538e-10	9.53682749310728	134	494	22	19375	P04430,P01614,Q12913,A0A075B6S6,A0A0C4DH73,P01611,P01599,P01597,P01593,P04433,P30273,P04432,P06310,P01619,A0A0C4DH25,A0A075B6P5,P01624,P01602,P01615,P01601,P01594,P06312	2.686883886531172	0.045454545454545456
GO:BP	neuron projection morphogenesis	GO:0048812	3.25568958442329e-10	9.48735700986352	482	494	42	19375	Q9NPR2,Q6UXK2,O43921,O14786,P52797,Q9H3T2,O75094,Q9ULL4,P24043,Q13753,O14514,P29317,P29322,P08138,Q8N2Q7,Q99835,Q9H3T3,Q7Z7M0,Q9GZZ7,Q9P2J2,P23468,P54762,O15496,Q14114,Q9HDB5,P52798,P04216,P48061,P41271,P46531,Q8N967,Q9Y4D7,Q9C0C4,P05067,Q9NTN9,Q9UM47,Q9HCU4,P32297,Q96MS0,P07949,Q9UIW2,P58400	1.7729695449004457	0.6190476190476191
GO:BP	axon development	GO:0061564	3.38120618498501e-10	9.47092834527358	365	494	36	19375	Q9NPR2,Q6UXK2,O43921,O14786,P52797,Q9H3T2,O75094,Q9ULL4,P24043,Q13753,O14514,P29317,P29322,P08138,Q99835,Q9H3T3,Q7Z7M0,Q9GZZ7,Q9P2J2,P54762,O15496,Q9HDB5,P52798,P04216,P48061,P46531,Q8N967,Q9Y4D7,Q9C0C4,P05067,Q9NTN9,Q9UM47,Q96MS0,P07949,Q9UIW2,P58400	1.9517138060265795	0.5833333333333334
GO:BP	cell part morphogenesis	GO:0032990	4.49538993236702e-10	9.34723263137668	508	494	43	19375	Q9NPR2,Q6UXK2,O43921,O14786,P52797,Q9H3T2,O75094,Q9ULL4,P24043,Q13753,O14514,P29317,P29322,P08138,Q8N2Q7,Q99835,Q9H3T3,Q7Z7M0,Q9GZZ7,Q9P2J2,P23468,P54762,O15496,Q14114,Q9HDB5,P52798,O95196,P04216,P48061,P41271,P46531,Q8N967,Q9Y4D7,Q9C0C4,P05067,Q9NTN9,Q9UM47,Q9HCU4,P32297,Q96MS0,P07949,Q9UIW2,P58400	1.731121526281579	0.627906976744186
GO:BP	Fc receptor mediated stimulatory signaling pathway	GO:0002431	5.75308888572366e-10	9.24009891603515	139	494	22	19375	P04430,P01614,Q12913,A0A075B6S6,A0A0C4DH73,P01611,P01599,P01597,P01593,P04433,P30273,P04432,P06310,P01619,A0A0C4DH25,A0A075B6P5,P01624,P01602,P01615,P01601,P01594,P06312	2.634032004265437	0.045454545454545456
GO:BP	regulation of response to stimulus	GO:0048583	5.75976879461602e-10	9.23959494943056	3545	494	152	19375	Q9NPR2,Q9ULT6,Q8NFZ4,Q9UBP4,Q8WVV5,P02747,P55085,P53801,Q07954,O14786,P02675,Q16653,Q04771,P05155,P30988,Q02846,Q9NZJ5,P36894,Q13018,P40225,Q8TEU8,Q9H3T2,O75094,P57103,P20701,Q8N114,P04430,P51654,Q6UXZ3,P01614,P08648,Q12913,A0A075B6S6,A0A0C4DH73,Q8NBP7,P01611,P01599,Q14956,P29317,P29322,P27539,Q5VX71,Q13467,Q13609,P01597,P19883,P07359,P11279,Q96D15,P01593,Q641Q3,P01024,P07333,Q9BXN1,Q9UM73,P10643,Q9NZV5,Q99102,P36896,P04433,P12034,Q14393,Q8N2Q7,Q6ZSJ9,P30273,Q9NRD8,Q99835,Q6W4X9,Q9HC23,Q9H3T3,Q9Y286,O75581,O15120,Q5IJ48,Q7Z7M0,P30533,P22004,P20333,O95390,Q7KYR7,Q15904,P98088,Q2MKA7,P54762,O15354,P09529,P04085,Q14114,Q7Z4P5,Q9BY67,P18065,Q16270,Q9NQX5,P04432,P06310,P14209,P32942,Q5UCC4,Q5T2D2,Q9ULI3,Q86Y34,P11362,P04216,P48061,P41271,P38484,Q9BZA8,P46531,P01619,O95944,Q8TDQ0,P55107,P22301,Q9Y219,P08571,P05106,P17405,Q14766,Q8N2S1,A0A0C4DH25,A0A075B6P5,P21860,P01624,P18627,P10645,Q9C0C4,Q02505,Q99466,Q86YW5,P05067,Q9NTN9,Q9UM47,Q04912,P01602,Q9HC84,P01615,Q8N423,P15169,Q8NCW0,P01601,Q6KF10,O75460,P01594,Q8WU39,Q8NEV9,P07949,P06312,P58400,Q6UXI9,Q9BZG2,P36897,O60883	0.7498990596683539	0.5657894736842105
GO:BP	plasma membrane bounded cell projection morphogenesis	GO:0120039	7.04864705889962e-10	9.1518942349577	495	494	42	19375	Q9NPR2,Q6UXK2,O43921,O14786,P52797,Q9H3T2,O75094,Q9ULL4,P24043,Q13753,O14514,P29317,P29322,P08138,Q8N2Q7,Q99835,Q9H3T3,Q7Z7M0,Q9GZZ7,Q9P2J2,P23468,P54762,O15496,Q14114,Q9HDB5,P52798,P04216,P48061,P41271,P46531,Q8N967,Q9Y4D7,Q9C0C4,P05067,Q9NTN9,Q9UM47,Q9HCU4,P32297,Q96MS0,P07949,Q9UIW2,P58400	1.734574166163435	0.6190476190476191
GO:BP	positive regulation of response to stimulus	GO:0048584	7.90832819778194e-10	9.10191531564466	1970	494	100	19375	Q8NFZ4,Q8WVV5,P02747,P55085,O14786,P02675,Q16653,Q04771,P05155,P30988,P36894,Q13018,P40225,Q8N114,P04430,P51654,P01614,P08648,Q12913,A0A075B6S6,A0A0C4DH73,P01611,P01599,Q14956,P29322,P27539,Q5VX71,Q13467,P01597,P11279,P01593,P01024,P07333,Q9UM73,P10643,Q9NZV5,Q99102,P36896,P04433,P12034,Q14393,Q8N2Q7,P30273,Q9NRD8,Q99835,Q6W4X9,Q9HC23,O15120,Q5IJ48,Q7Z7M0,P22004,O95390,Q7KYR7,Q15904,P98088,Q2MKA7,O15354,P09529,P04085,Q7Z4P5,Q9BY67,P04432,P06310,P32942,Q5UCC4,P11362,P04216,P48061,Q9BZA8,P46531,P01619,P55107,P22301,Q9Y219,P08571,P05106,A0A0C4DH25,A0A075B6P5,P21860,P01624,P10645,Q9C0C4,Q02505,Q99466,P05067,Q04912,P01602,Q9HC84,P01615,P15169,P01601,Q6KF10,O75460,P01594,P07949,P06312,P58400,Q6UXI9,P36897,O60883	0.993417733782633	0.51
GO:BP	regulation of immune response	GO:0050776	1.25338684404496e-09	8.90191486810794	866	494	58	19375	Q8WVV5,P02747,P55085,Q16653,P05155,P20701,P04430,Q6UXZ3,P01614,Q12913,A0A075B6S6,A0A0C4DH73,P01611,P01599,Q5VX71,Q13467,P01597,P11279,P01593,P01024,P10643,Q99102,P04433,P30273,Q6W4X9,Q9Y286,P20333,Q7KYR7,P98088,Q14114,Q9BY67,Q9NQX5,P04432,P06310,P14209,P32942,Q5T2D2,P04216,P38484,P01619,O95944,Q8TDQ0,P22301,A0A0C4DH25,A0A075B6P5,P01624,P18627,Q02505,Q86YW5,P01602,Q9HC84,P01615,Q8N423,P15169,P01601,P01594,Q8NEV9,P06312	1.3932992387524943	0.4482758620689655
GO:BP	synapse assembly	GO:0007416	1.31189531162991e-09	8.88210081998739	118	494	20	19375	P22303,Q8NFZ4,Q9Y5E1,Q13467,Q6PJG9,O15146,Q8N2Q7,P23468,Q9UN67,P54762,Q8N0V4,Q9H4D0,Q8NFT8,Q9Y625,Q9Y5E6,Q9Y4D7,O94985,P05067,P58401,P58400	2.732826503877168	0.6
GO:BP	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	GO:0002433	1.61204537765661e-09	8.79262273735196	133	494	21	19375	P04430,P01614,Q12913,A0A075B6S6,A0A0C4DH73,P01611,P01599,P01597,P01593,P04433,P04432,P06310,P01619,A0A0C4DH25,A0A075B6P5,P01624,P01602,P01615,P01601,P01594,P06312	2.6305764456292176	0.047619047619047616
GO:BP	Fc-gamma receptor signaling pathway involved in phagocytosis	GO:0038096	1.61204537765661e-09	8.79262273735196	133	494	21	19375	P04430,P01614,Q12913,A0A075B6S6,A0A0C4DH73,P01611,P01599,P01597,P01593,P04433,P04432,P06310,P01619,A0A0C4DH25,A0A075B6P5,P01624,P01602,P01615,P01601,P01594,P06312	2.6305764456292176	0.047619047619047616
GO:BP	cell development	GO:0048468	2.11989691803516e-09	8.67368525653207	1338	494	76	19375	P22303,Q9NPR2,Q6UXK2,P31415,P55085,O43921,Q07954,O14786,P02675,P52797,Q9NZJ5,P40225,Q5VV63,Q9H3T2,O75094,O95967,Q9ULL4,P24043,Q13753,O14514,P29317,P29322,Q13609,Q8NFW1,P01024,P08138,Q9UM73,Q9NZV5,Q8N2Q7,Q99835,Q9H3T3,Q5IJ48,Q6UX06,Q7Z7M0,Q9GZZ7,P22004,P20333,Q15904,Q9P2J2,P23468,P54762,O15496,Q14114,O00238,P15848,Q9HDB5,P52798,Q86XM0,O95196,P04216,P48061,P41271,P29376,P46531,O75882,Q8N967,P57087,P05106,P11047,Q9Y4D7,Q8N158,Q9C0C4,P05067,Q9NTN9,Q7RTU9,Q9UM47,Q9HCU4,P32297,Q08629,Q96MS0,Q9H1U4,P07949,O75197,Q9UIW2,P58400,Q9BZG2	1.1556065711537717	0.5921052631578947
GO:BP	synapse organization	GO:0050808	2.25718610959628e-09	8.64643263098052	262	494	29	19375	P22303,Q8NFZ4,P02747,P57103,Q9Y5E1,Q13467,Q6PJG9,P01024,O15146,Q8N2Q7,Q6ZSJ9,P23468,Q9UN67,P54762,Q8N0V4,Q9H4D0,Q8IUK8,Q14114,Q8NFT8,Q9Y625,Q9Y5E6,Q9Y4D7,O94985,P05067,Q8N423,P58401,Q14696,P0C7U0,P58400	2.1180994519417684	0.6551724137931034
GO:BP	leukocyte mediated immunity	GO:0002443	3.36913392265892e-09	8.47248172552354	770	494	53	19375	P02747,P55085,P23467,P20701,Q8NBS9,P04430,P01614,Q12913,A0A075B6S6,P09341,A0A0C4DH73,P01611,P01599,Q5VX71,Q13467,Q8N2G8,Q13609,P01597,P11279,P01593,P01024,P04433,P30273,O15120,Q9NPY3,Q6UX06,P20333,Q9NPA2,P04066,Q9BTY2,Q9BY67,Q14165,P04432,P06310,P15848,Q92932,Q86Y34,P01619,P22301,P08571,A0A0C4DH25,A0A075B6P5,P01624,P10645,O00391,P01602,P01615,Q8N423,P42785,P01601,P01594,P06312,P10619	1.4327472773325824	0.33962264150943394
GO:BP	regulation of immune system process	GO:0002682	4.50361662211175e-09	8.34643858662649	1334	494	75	19375	Q8WVV5,P02747,P55085,Q16653,P05155,P40225,P20701,P04430,Q6UXZ3,P01614,Q12913,A0A075B6S6,A0A0C4DH73,P01611,P01599,Q14956,Q5VX71,Q13467,Q13609,P01597,P07359,P11279,P01593,P01024,P07333,P10643,Q99102,P36896,P04433,Q14393,P30273,Q6W4X9,P55808,Q9Y286,P20333,Q7KYR7,Q15904,P98088,O15496,Q14114,Q9BY67,Q5JRA6,P18065,Q9NQX5,P04432,P06310,P14209,P32942,Q5T2D2,P04216,P48061,P41271,P38484,P01619,O95944,Q8TDQ0,P22301,P57087,A0A0C4DH25,A0A075B6P5,P01624,P18627,Q02505,Q86YW5,P05067,P01602,Q9HC84,P01615,Q8N423,P15169,P01601,P01594,Q8WU39,Q8NEV9,P06312	1.1408171976629429	0.4666666666666667
GO:BP	neuron projection development	GO:0031175	6.64386614305401e-09	8.17757912605788	691	494	49	19375	Q9NPR2,Q6UXK2,O43921,O14786,P52797,Q9H3T2,O75094,Q9ULL4,P24043,Q13753,O14514,P29317,P29322,P08138,Q9UM73,Q8N2Q7,Q99835,Q9H3T3,Q7Z7M0,Q9GZZ7,Q9P2J2,P23468,P54762,O15496,Q14114,P15848,Q9HDB5,P52798,P04216,P48061,P41271,P29376,P46531,Q8N967,Q9Y4D7,Q8N158,Q9C0C4,P05067,Q9NTN9,Q7RTU9,Q9UM47,Q9HCU4,P32297,Q08629,Q96MS0,P07949,Q9UIW2,P58400,Q9BZG2	1.4757094020785966	0.6326530612244898
GO:BP	cellular component morphogenesis	GO:0032989	7.39985575917477e-09	8.13077674562105	580	494	44	19375	Q9NPR2,Q6UXK2,P31415,O43921,O14786,P52797,Q9H3T2,O75094,Q9ULL4,P24043,Q13753,O14514,P29317,P29322,P08138,Q8N2Q7,Q99835,Q9H3T3,Q7Z7M0,Q9GZZ7,Q9P2J2,P23468,P54762,O15496,Q14114,Q9HDB5,P52798,O95196,P04216,P48061,P41271,P46531,Q8N967,Q9Y4D7,Q9C0C4,P05067,Q9NTN9,Q9UM47,Q9HCU4,P32297,Q96MS0,P07949,Q9UIW2,P58400	1.5730639869740097	0.6136363636363636
GO:BP	positive regulation of multicellular organismal process	GO:0051240	7.39985575917477e-09	8.13077674562105	1035	494	63	19375	P22303,Q6UXK2,Q8NFZ4,P55085,Q07954,O14786,P02675,Q04771,Q9NZJ5,P36894,P08648,Q9ULL4,Q12913,Q9Y6F9,Q13467,P19883,P01024,P07333,P08138,P36896,Q14393,Q8N2Q7,P16066,P30273,Q99835,Q9HC23,O15120,Q5IJ48,Q7Z7M0,P30533,P22004,P20333,Q15904,P23468,P54762,P09529,Q9H4D0,Q14114,Q9BY67,O00238,P23327,P09683,Q5UCC4,P46531,Q96F46,Q8TDQ0,P22301,P08571,Q9Y4D7,O94985,P10645,P05067,Q4V9L6,P48645,Q8N423,Q6KF10,O43612,Q8NEV9,P07949,Q9UIW2,P58400,P36897,P49190	1.2554063294648756	0.5714285714285714
GO:BP	regulation of multicellular organismal process	GO:0051239	1.00959687261548e-08	7.99585200339307	2096	494	101	19375	P22303,Q9NPR2,Q6UXK2,Q8NFZ4,Q8WVV5,P31415,P02747,P55085,Q07954,O14786,P02675,Q16653,Q04771,Q9P2N4,P52797,Q9NZJ5,P36894,P40225,Q9H3T2,P57103,Q9UKP4,P81172,P08648,Q9ULL4,Q12913,Q9Y6F9,Q8NBP7,Q14956,O14514,P29317,Q13467,P19883,P07359,P01024,P07333,Q9BXN1,P08138,Q9NZW4,P36896,Q14393,Q8N2Q7,P16066,P30273,Q99835,Q9HC23,Q9H3T3,O75581,O15120,Q5IJ48,Q7Z7M0,P30533,P22004,P20333,Q7KYR7,Q15904,P23468,P54762,P09529,Q9H4D0,P04085,Q14114,Q9BY67,O00238,P23327,P15848,P09683,Q5UCC4,P11362,P04216,P46531,Q96F46,Q8TDQ0,P22301,P57087,P08571,P05106,Q14766,Q9Y4D7,O94985,P18627,P10645,Q9C0C4,Q99466,P05067,Q4V9L6,P10124,P48645,Q9NTN9,P32297,Q8N423,P42785,Q8NCW0,Q6KF10,Q8NER5,O43612,Q8NEV9,P07949,Q9UIW2,P58400,P36897,P49190	0.9183299395659913	0.5742574257425742
GO:BP	generation of neurons	GO:0048699	1.10786371536437e-08	7.95551366136353	1046	494	63	19375	Q9NPR2,Q6UXK2,O43921,O14786,P52797,Q9H3T2,Q9H461,O75094,Q9ULL4,Q9Y6F9,P24043,Q8NBP7,Q13753,O75129,O14514,P29317,P29322,Q13467,P01024,P08138,Q9UM73,Q8N2Q7,Q99835,Q9H3T3,O75581,Q9NYQ6,Q5IJ48,Q7Z7M0,Q9GZZ7,P20333,Q9P2J2,P23468,P54762,O15496,Q14114,Q8NFT8,P15848,Q9HDB5,P52798,P11362,P04216,P48061,P41271,P29376,P46531,Q9Y219,Q8N967,Q9Y4D7,Q8N158,Q9C0C4,P05067,Q9NTN9,Q7RTU9,Q9UM47,Q9HCU4,P32297,Q08629,Q96MS0,P07949,Q9UIW2,P58400,Q9BZG2,P36897	1.2401542456046222	0.6507936507936508
GO:BP	lymphocyte mediated immunity	GO:0002449	1.20185337660486e-08	7.92014851204671	264	494	28	19375	P02747,P04430,P01614,A0A075B6S6,A0A0C4DH73,P01611,P01599,Q5VX71,Q13467,P01597,P11279,P01593,P04433,P30273,P20333,Q9BY67,P04432,P06310,P01619,P22301,A0A0C4DH25,A0A075B6P5,P01624,P01602,P01615,P01601,P01594,P06312	2.0565022610507975	0.17857142857142858
GO:BP	neuron differentiation	GO:0030182	1.57409978723326e-08	7.80296773978439	954	494	59	19375	Q9NPR2,Q6UXK2,O43921,O14786,P52797,Q9H3T2,Q9H461,O75094,Q9ULL4,Q9Y6F9,P24043,Q8NBP7,Q13753,O14514,P29317,P29322,Q13467,P01024,P08138,Q9UM73,Q8N2Q7,Q99835,Q9H3T3,O75581,Q5IJ48,Q7Z7M0,Q9GZZ7,Q9P2J2,P23468,P54762,O15496,Q14114,P15848,Q9HDB5,P52798,P11362,P04216,P48061,P41271,P29376,P46531,Q9Y219,Q8N967,Q9Y4D7,Q8N158,Q9C0C4,P05067,Q9NTN9,Q7RTU9,Q9UM47,Q9HCU4,P32297,Q08629,Q96MS0,P07949,Q9UIW2,P58400,Q9BZG2,P36897	1.278339051707977	0.6440677966101694
GO:BP	endocytosis	GO:0006897	1.68149924833974e-08	7.77430332248671	530	494	41	19375	Q8NFZ4,P14625,P55085,Q07954,Q13018,P04430,P51654,P01614,A0A075B6S6,A0A0C4DH73,Q8NBP7,P01611,P01599,O14514,P01597,P01593,P01024,P04433,Q8N2Q7,P30273,O75581,P30533,Q2MKA7,Q14114,Q8NFT8,P04432,P06310,Q9H2A7,P01619,P05106,A0A0C4DH25,A0A075B6P5,P01624,P05067,P01602,Q9BZZ2,P20645,P01615,P01601,P01594,P06312	1.6012449135191689	0.3170731707317073
GO:BP	neuron development	GO:0048666	1.95636773723191e-08	7.70854950781032	763	494	51	19375	Q9NPR2,Q6UXK2,O43921,O14786,P52797,Q9H3T2,O75094,Q9ULL4,P24043,Q13753,O14514,P29317,P29322,P01024,P08138,Q9UM73,Q8N2Q7,Q99835,Q9H3T3,Q5IJ48,Q7Z7M0,Q9GZZ7,Q9P2J2,P23468,P54762,O15496,Q14114,P15848,Q9HDB5,P52798,P04216,P48061,P41271,P29376,P46531,Q8N967,Q9Y4D7,Q8N158,Q9C0C4,P05067,Q9NTN9,Q7RTU9,Q9UM47,Q9HCU4,P32297,Q08629,Q96MS0,P07949,Q9UIW2,P58400,Q9BZG2	1.390427553488612	0.6274509803921569
GO:BP	regulation of multicellular organismal development	GO:2000026	2.86878583992063e-08	7.54230187141669	970	494	59	19375	Q9NPR2,Q6UXK2,Q8NFZ4,P02747,O14786,Q04771,Q9P2N4,P52797,Q9NZJ5,P36894,P40225,Q9H3T2,Q9UKP4,P08648,Q9ULL4,Q9Y6F9,Q14956,O14514,P29317,P19883,P07359,Q9BXN1,P08138,Q9NZW4,P36896,Q14393,Q8N2Q7,P16066,Q9HC23,Q9H3T3,Q5IJ48,Q7Z7M0,P22004,P20333,Q15904,P23468,P54762,Q9H4D0,Q14114,O00238,Q5UCC4,P04216,P46531,P22301,P57087,Q9Y4D7,O94985,P18627,Q9C0C4,Q99466,Q4V9L6,P10124,Q9NTN9,Q8N423,Q6KF10,Q8NEV9,Q9UIW2,P58400,P36897	1.2543435706389983	0.6779661016949152
GO:BP	cell-cell signaling	GO:0007267	4.10050270326311e-08	7.3871628974583	1350	494	73	19375	P22303,Q9ULT6,Q8NFZ4,P07510,Q9UBP4,P55085,O43921,Q07954,O14786,P02675,P62341,P52797,Q9H461,P57103,P51654,P0DN87,Q9Y5E1,Q9Y6F9,Q14956,O14514,Q13467,P25189,P12034,Q8N2Q7,Q6ZSJ9,O15240,Q13445,O75581,Q9NYQ6,P20333,P01229,P20396,P23468,Q2MKA7,Q9UN67,O15496,P09529,Q9H4D0,Q8IUK8,P04085,Q14114,O75899,Q14517,Q9NYQ7,P18065,Q16478,P09683,P52798,O95715,Q92932,O95196,P04216,Q9Y5E6,Q9BZA8,Q13255,O00230,Q8N2S1,O94985,Q9UBS5,P10645,P05067,P48645,O95206,Q9HCU4,P32297,Q8N423,Q02083,P58401,Q8NCW0,O43612,O75197,P58400,Q9BZG2	1.0846223252934712	0.6575342465753424
GO:BP	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	GO:0002460	4.47090154775956e-08	7.34960489348145	262	494	27	19375	P02747,P04430,P01614,A0A075B6S6,A0A0C4DH73,P01611,P01599,Q5VX71,Q13467,P01597,P01593,P04433,P30273,P20333,P04432,P06310,P01619,P22301,A0A0C4DH25,A0A075B6P5,P01624,P01602,P01615,P01601,P01594,Q8NEV9,P06312	2.015005958977665	0.14814814814814814
GO:BP	positive regulation of immune system process	GO:0002684	6.66235655331153e-08	7.17637212862592	891	494	55	19375	Q8WVV5,P02747,P55085,Q16653,P05155,P04430,P01614,Q12913,A0A075B6S6,A0A0C4DH73,P01611,P01599,Q5VX71,Q13467,P01597,P11279,P01593,P01024,P07333,P10643,Q99102,P04433,Q14393,P30273,Q6W4X9,P55808,Q7KYR7,Q15904,P98088,Q9BY67,Q5JRA6,P18065,P04432,P06310,P14209,P32942,P04216,P48061,P01619,P22301,P57087,A0A0C4DH25,A0A075B6P5,P01624,Q02505,P05067,P01602,Q9HC84,P01615,Q8N423,P15169,P01601,P01594,Q8WU39,P06312	1.2756195503543848	0.4
GO:BP	cell differentiation	GO:0030154	9.15591493982925e-08	7.03829825065612	2994	494	127	19375	P22303,Q9NPR2,Q6UXK2,P31415,P02747,P55085,O43921,Q07954,O14786,P02675,Q04771,P60508,P13611,P52797,Q9NZJ5,P36894,P40225,Q5VV63,Q9NS15,Q9H3T2,Q9H461,O75094,P57103,Q9UKP4,O95967,P08648,Q9ULL4,Q12913,Q9Y6F9,P32926,P24043,Q8NBP7,Q13753,O75129,O14514,P29317,P29322,Q13467,Q13609,P19883,P07359,Q8NFW1,Q641Q3,P01024,P07333,P08138,Q9UM73,Q9NZW4,Q9NZV5,P36896,P12034,Q14393,Q8N2Q7,P30273,Q99835,Q9H3T3,O75581,Q9NYQ6,Q5IJ48,Q6UX06,Q7Z7M0,Q9GZZ7,P22004,P20333,Q15904,Q9P2J2,P23468,P54762,O15496,P09529,Q14114,P21815,Q8NFT8,P51511,O00238,P15848,Q9HDB5,P52798,Q86XM0,O95196,Q86Y34,P11362,P04216,P48061,P41271,P29376,P46531,O75882,P55107,P22301,Q9Y219,Q8N967,P57087,P05106,P11047,Q8N2S1,Q9Y4D7,P21860,P18627,Q8N158,Q9C0C4,Q99466,P05067,Q4V9L6,Q9NTN9,Q7RTU9,Q9UM47,Q6ZMH5,Q14574,Q9HCU4,P32297,Q8N423,Q9Y5R2,Q6KF10,Q08629,Q8NER5,Q96MS0,Q9H1U4,Q8NEV9,Q96JQ0,P07949,O75197,Q9UIW2,P58400,Q6UXI9,Q9BZG2,P36897	0.734367639065396	0.6299212598425197
GO:BP	Fc-epsilon receptor signaling pathway	GO:0038095	9.43770400263009e-08	7.02513364767968	167	494	21	19375	P04430,P01614,A0A075B6S6,A0A0C4DH73,P01611,P01599,P01597,P01593,P04433,P30273,P04432,P06310,P01619,A0A0C4DH25,A0A075B6P5,P01624,P01602,P01615,P01601,P01594,P06312	2.302154588656355	0.0
GO:BP	response to chemical	GO:0042221	1.42211182091362e-07	6.84706625360876	3274	494	135	19375	Q9NPR2,P14625,Q9UBP4,P55085,O43921,Q07954,O14786,P02675,Q04771,P62341,P30988,P52797,Q9NZJ5,P36894,Q13018,P40225,Q8TEU8,P19875,Q9H3T2,O75094,P57103,Q9UKP4,P0DN87,P81172,P08648,Q9ULL4,Q12913,Q9Y6F9,P09341,Q969E3,P24043,Q8NBP7,Q13753,Q14956,P29317,P29322,P27539,Q13467,P47871,P19883,Q96D15,P07333,Q9BXN1,P08138,P36896,P12034,Q14393,Q8N2Q7,Q01113,P30273,Q9NRD8,Q96L12,Q16671,O15240,Q99835,Q9HC23,Q9H3T3,Q7RTX0,O75581,O15120,Q5IJ48,Q13261,Q7Z7M0,Q9GZZ7,P22004,P20333,A6NKQ9,Q15904,P01229,P78552,Q9P2J2,P54762,O15496,O15354,Q13438,P09529,P04085,Q14114,P21815,Q7Z4P5,Q5JRA6,P18065,P19876,Q6NW40,O00238,Q9HDB5,P52798,O95715,Q92932,Q86XM0,P11362,P48061,P41271,Q9H2A7,P38484,P29376,P46531,Q96F46,P49771,P55107,Q6NT52,P22301,Q8N967,P08571,P05106,Q9HBE5,P17405,Q14766,Q8N2S1,Q9Y4D7,P10645,Q9C0C4,P05067,Q9NTN9,Q9UM47,Q6ZMH5,A6NCL2,Q8N441,O75462,P32297,Q8N423,Q6KF10,Q8NER5,O75460,Q8WU39,Q96MS0,Q8NEV9,P07949,O75197,Q9UIW2,P58400,Q6UXI9,P36897,O60883,Q9UHF4	0.6935184489283243	0.6148148148148148
GO:BP	cellular developmental process	GO:0048869	1.61507425786192e-07	6.79180750488813	3055	494	128	19375	P22303,Q9NPR2,Q6UXK2,P31415,P02747,P55085,O43921,Q07954,O14786,P02675,Q04771,P60508,P13611,P52797,Q9NZJ5,P36894,Q13018,P40225,Q5VV63,Q9NS15,Q9H3T2,Q9H461,O75094,P57103,Q9UKP4,O95967,P08648,Q9ULL4,Q12913,Q9Y6F9,P32926,P24043,Q8NBP7,Q13753,O75129,O14514,P29317,P29322,Q13467,Q13609,P19883,P07359,Q8NFW1,Q641Q3,P01024,P07333,P08138,Q9UM73,Q9NZW4,Q9NZV5,P36896,P12034,Q14393,Q8N2Q7,P30273,Q99835,Q9H3T3,O75581,Q9NYQ6,Q5IJ48,Q6UX06,Q7Z7M0,Q9GZZ7,P22004,P20333,Q15904,Q9P2J2,P23468,P54762,O15496,P09529,Q14114,P21815,Q8NFT8,P51511,O00238,P15848,Q9HDB5,P52798,Q86XM0,O95196,Q86Y34,P11362,P04216,P48061,P41271,P29376,P46531,O75882,P55107,P22301,Q9Y219,Q8N967,P57087,P05106,P11047,Q8N2S1,Q9Y4D7,P21860,P18627,Q8N158,Q9C0C4,Q99466,P05067,Q4V9L6,Q9NTN9,Q7RTU9,Q9UM47,Q6ZMH5,Q14574,Q9HCU4,P32297,Q8N423,Q9Y5R2,Q6KF10,Q08629,Q8NER5,Q96MS0,Q9H1U4,Q8NEV9,Q96JQ0,P07949,O75197,Q9UIW2,P58400,Q6UXI9,Q9BZG2,P36897	0.7165847936455553	0.625
GO:BP	response to external stimulus	GO:0009605	1.80175770854897e-07	6.74430361120102	2066	494	96	19375	Q9NPR2,P55085,O43921,Q9H1E1,O14786,P02675,P05155,Q02846,P52797,Q9NZJ5,P19875,Q9H3T2,O75094,P81172,Q93091,Q9ULL4,Q12913,P09341,Q969E3,P24043,Q8NBP7,Q13753,Q14956,O14514,P29317,P29322,Q5VX71,Q13467,P47871,Q13609,P07359,P11279,Q641Q3,P01024,P07333,Q99102,Q14393,P30273,Q9NRD8,Q99835,Q6W4X9,Q9HC23,Q9H3T3,Q7Z7M0,Q9GZZ7,P22004,P20333,Q9P2J2,P98088,Q8TDE3,P54762,O15496,Q9BTY2,P09529,P04085,Q14114,Q9BY67,P19876,P32942,P09683,Q9HDB5,P52798,O95715,P11362,P48061,P41271,Q9H2A7,P38484,P46531,P01619,O95944,P22301,Q9H4G1,Q8N967,P08571,P05106,P17405,Q9Y4D7,P10645,Q9C0C4,Q02505,Q86YW5,P05067,Q9NTN9,Q9UM47,Q04912,Q9HC84,A6NCL2,Q8N423,Q9Y5R2,P58401,O43612,Q96MS0,P07949,Q9UIW2,P58400	0.8658794202077438	0.59375
